pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ef/15/42/dscn3602-largejpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d104576-Reviews-Hollywood_Walk_of_Fame-Los_Angeles_California.html'>Hollywood Walk of Fame</a>,Points of Interest & Landmarks,3.5,17542.0,#4,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/dc/49/79/chateau-marmont.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33252-d532034-Reviews-Chateau_Marmont-West_Hollywood_California.html'>Chateau Marmont</a>,Points of Interest & Landmarks,4.5,232.0,#124,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/aa/de/7d/at-the-getty-villa-pacific.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32676-d1067416-Reviews-The_Getty_Villa-Malibu_California.html'>The Getty Villa</a>,Specialty Museums,4.5,2485.0,#20,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/27/a2/3a/photo5jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d258226-Reviews-Cathedral_of_Our_Lady_of_the_Angels-Los_Angeles_California.html'>Cathedral of Our Lady of the Angels</a>,Architectural Buildings,4.5,543.0,#71,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/71/27/44/rooftop-skyline.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d1231268-Reviews-Downtown_Historic_District-Los_Angeles_California.html'>Downtown Historic District</a>,Historic Walking Areas,3.5,239.0,#122,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/cd/68/b9/textile-area.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156676-Reviews-LA_Fashion_District-Los_Angeles_California.html'>LA Fashion District</a>,Neighborhoods,4.0,276.0,#113,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/72/1d/97/battleship-uss-iowa-bb.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2440929-Reviews-Battleship_USS_Iowa_Museum-Los_Angeles_California.html'>Battleship USS Iowa Museum</a>,Military Museums,4.5,1965.0,#26,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b6/ce/1a/the-grill-at-the-venice.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32738-d5838070-Reviews-Venice_Room-Monterey_Park_California.html'>Venice Room</a>,Bars & Clubs,4.0,13.0,#257,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/f3/04/ef/catalina-express.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d2202608-Reviews-Catalina_Express-Long_Beach_California.html'>Catalina Express</a>,Ferries,4.5,1112.0,#39,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/97/f1/78/the-santee-alley.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2695296-Reviews-The_Santee_Alley-Los_Angeles_California.html'>The Santee Alley</a>,Flea & Street Markets,3.5,132.0,#162,10
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b1/2a/a9/june-26-2017.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32136-d3609867-Reviews-Malibu_Hindu_Temple-Calabasas_California.html'>Malibu Hindu Temple</a>,Sacred & Religious Sites,4.0,53.0,#217,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ab/36/27/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d104802-Reviews-The_Queen_Mary-Long_Beach_California.html'>The Queen Mary</a>,Specialty Museums,4.0,3035.0,#16,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/85/6b/88/golden-triangle.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d10252697-Reviews-Golden_Triangle-Beverly_Hills_California.html'>Golden Triangle</a>,Neighborhoods,4.5,84.0,#194,13
