pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/d3/04/d2/entrance-to-chen-art.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33182-d2365877-Reviews-Chen_Art_Gallery-Torrance_California.html'>Chen Art Gallery</a>,Art Museums,5.0,29.0,#241,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/12/f9/28/aftermath-of-the-holocaust.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d3247718-Reviews-Los_Angeles_Museum_of_the_Holocaust-Los_Angeles_California.html'>Los Angeles Museum of the Holocaust</a>,History Museums,4.5,215.0,#131,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/97/f1/78/the-santee-alley.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2695296-Reviews-The_Santee_Alley-Los_Angeles_California.html'>The Santee Alley</a>,Flea & Street Markets,3.5,132.0,#162,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2e/61/a5/the-unassuming-facade.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32272-d105176-Reviews-Museum_of_Jurassic_Technology-Culver_City_California.html'>Museum of Jurassic Technology</a>,Natural History Museums,4.0,222.0,#128,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5a/64/63/pierce-brothers-westwood.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d644702-Reviews-Pierce_Brothers_Westwood_Village_Memorial_Park-Los_Angeles_California.html'>Pierce Brothers Westwood Village Memorial Park</a>,Cemeteries,4.5,445.0,#75,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/a5/44/7e/rodeo-drive.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d116580-Reviews-Rodeo_Drive-Beverly_Hills_California.html'>Rodeo Drive</a>,Points of Interest & Landmarks,4.0,5491.0,#9,16
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/86/46/a7/hollywood-forever-cemetery.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d271986-Reviews-Hollywood_Forever_Cemetery-Los_Angeles_California.html'>Hollywood Forever Cemetery</a>,Cemeteries,4.5,404.0,#82,17
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/b1/51/82/homes-in-the-historic.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32215-d6571595-Reviews-Russian_Village_District-Claremont_California.html'>Russian Village District</a>,Points of Interest & Landmarks,4.0,15.0,#255,18
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/cd/68/b9/textile-area.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156676-Reviews-LA_Fashion_District-Los_Angeles_California.html'>LA Fashion District</a>,Neighborhoods,4.0,276.0,#113,19
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ef/15/42/dscn3602-largejpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d104576-Reviews-Hollywood_Walk_of_Fame-Los_Angeles_California.html'>Hollywood Walk of Fame</a>,Points of Interest & Landmarks,3.5,17542.0,#4,20
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/33/18/28/behind-the-scenes-hippo.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d116885-Reviews-Los_Angeles_Zoo_Botanical_Gardens-Los_Angeles_California.html'>Los Angeles Zoo & Botanical Gardens</a>,Zoos,4.0,969.0,#44,21
