pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/27/a2/3a/photo5jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d258226-Reviews-Cathedral_of_Our_Lady_of_the_Angels-Los_Angeles_California.html'>Cathedral of Our Lady of the Angels</a>,Architectural Buildings,4.5,543.0,#71,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/ee/de/the-bridge-curves-across.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d10394401-Reviews-Colorado_Street_Bridge-Pasadena_California.html'>Colorado Street Bridge</a>,Bridges,4.5,59.0,#212,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/3a/98/79/dorothy-chandler-pavilion.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d3748516-Reviews-Dorothy_Chandler_Pavilion-Los_Angeles_California.html'>Dorothy Chandler Pavilion</a>,Theaters,4.5,72.0,#200,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f6/be/ed/facciata.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d8024116-Reviews-Our_Lady_Queen_of_Angels-Los_Angeles_California.html'>Our Lady Queen of Angels</a>,Sacred & Religious Sites,4.0,22.0,#248,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/42/2b/09/lbc-for-weekend.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d284156-Reviews-Pine_Avenue-Long_Beach_California.html'>Pine Avenue</a>,Points of Interest & Landmarks,4.0,251.0,#118,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/b7/0e/c6/usually-great-weather.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d103426-Reviews-Montana_Avenue-Santa_Monica_California.html'>Montana Avenue</a>,Points of Interest & Landmarks,4.5,321.0,#98,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/cb/e1/a4/forest-lawn-memorial.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32431-d103417-Reviews-Forest_Lawn_Memorial_Park-Glendale_California.html'>Forest Lawn Memorial Park</a>,Cemeteries,4.5,240.0,#121,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/52/be/a1/vincent-thomas-bridge.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d560786-Reviews-Vincent_Thomas_Bridge-Los_Angeles_California.html'>Vincent Thomas Bridge</a>,Bridges,3.5,21.0,#249,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6d/0c/50/unique.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d258384-Reviews-Walt_Disney_Concert_Hall-Los_Angeles_California.html'>Walt Disney Concert Hall</a>,Points of Interest & Landmarks,4.5,3034.0,#17,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/ff/ca/52/16.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d11947662-Reviews-St_Andrew_Church-Pasadena_California.html'>St. Andrew Church</a>,Churches & Cathedrals,5.0,18.0,#252,10
