pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a9/42/2d/los-angeles-river.jpg?w=900&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d103410-Reviews-Los_Angeles_River-Los_Angeles_California.html'>Los Angeles River</a>,Bodies of Water,3.0,24.0,#246,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/b1/51/82/homes-in-the-historic.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32215-d6571595-Reviews-Russian_Village_District-Claremont_California.html'>Russian Village District</a>,Points of Interest & Landmarks,4.0,15.0,#255,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/63/0f/a3/los-angeles-county-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d106166-Reviews-Los_Angeles_County_Museum_of_Art-Los_Angeles_California.html'>Los Angeles County Museum of Art</a>,Art Museums,4.5,2789.0,#19,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/54/92/9d/the-broad-museum-grand.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d8645857-Reviews-The_Broad-Los_Angeles_California.html'>The Broad</a>,Art Museums,4.5,1710.0,#29,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/91/3f/27/norton-simon-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d1028626-Reviews-Norton_Simon_Museum-Pasadena_California.html'>Norton Simon Museum</a>,Art Museums,5.0,1238.0,#37,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/86/46/a7/hollywood-forever-cemetery.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d271986-Reviews-Hollywood_Forever_Cemetery-Los_Angeles_California.html'>Hollywood Forever Cemetery</a>,Cemeteries,4.5,404.0,#82,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/62/97/c4/photo-by-michael-underwood.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32272-d7038100-Reviews-The_Wende_Museum_of_the_Cold_War-Culver_City_California.html'>The Wende Museum of the Cold War</a>,Specialty Museums,5.0,170.0,#149,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/76/14/dd/women-of-bel-air-cc-visit.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d276852-Reviews-Frederick_R_Weisman_Art_Foundation-Beverly_Hills_California.html'>Frederick R. Weisman Art Foundation</a>,Art Museums,5.0,89.0,#190,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5a/64/63/pierce-brothers-westwood.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d644702-Reviews-Pierce_Brothers_Westwood_Village_Memorial_Park-Los_Angeles_California.html'>Pierce Brothers Westwood Village Memorial Park</a>,Cemeteries,4.5,445.0,#75,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/6e/98/14/airplane-wreckage-sculpture.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d127399-Reviews-The_Museum_of_Contemporary_Art-Los_Angeles_California.html'>The Museum of Contemporary Art</a>,Art Museums,4.0,291.0,#105,10
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/2f/b3/b3/ss-lane-victory.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d1837388-Reviews-S_S_Lane_Victory-Los_Angeles_California.html'>S.S. Lane Victory</a>,Specialty Museums,4.5,53.0,#217,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/43/5a/b6/front.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33015-d127320-Reviews-Mission_San_Gabriel_Archangel-San_Gabriel_California.html'>Mission San Gabriel Archangel</a>,Specialty Museums,4.5,109.0,#173,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/27/a2/3a/photo5jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d258226-Reviews-Cathedral_of_Our_Lady_of_the_Angels-Los_Angeles_California.html'>Cathedral of Our Lady of the Angels</a>,Architectural Buildings,4.5,543.0,#71,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ab/36/27/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d104802-Reviews-The_Queen_Mary-Long_Beach_California.html'>The Queen Mary</a>,Specialty Museums,4.0,3035.0,#16,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/cb/e1/a4/forest-lawn-memorial.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32431-d103417-Reviews-Forest_Lawn_Memorial_Park-Glendale_California.html'>Forest Lawn Memorial Park</a>,Cemeteries,4.5,240.0,#121,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/97/b3/22/armand-hammer-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d127420-Reviews-Hammer_Museum-Los_Angeles_California.html'>Hammer Museum</a>,Art Galleries,4.0,181.0,#143,16
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/b9/2b/36/mission-san-fernando.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d144150-Reviews-Mission_San_Fernando-Los_Angeles_California.html'>Mission San Fernando</a>,Specialty Museums,4.5,87.0,#191,17
