pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/d3/04/d2/entrance-to-chen-art.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33182-d2365877-Reviews-Chen_Art_Gallery-Torrance_California.html'>Chen Art Gallery</a>,Art Museums,5.0,29.0,#241,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/a5/44/7e/rodeo-drive.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d116580-Reviews-Rodeo_Drive-Beverly_Hills_California.html'>Rodeo Drive</a>,Points of Interest & Landmarks,4.0,5491.0,#9,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/1b/5b/fa/hollywood-boulevard.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d103401-Reviews-Hollywood_Boulevard-Los_Angeles_California.html'>Hollywood Boulevard</a>,Points of Interest & Landmarks,3.5,2030.0,#24,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/21/ae/9a/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d7383950-Reviews-Discovery_Cube_Los_Angeles-Los_Angeles_California.html'>Discovery Cube Los Angeles</a>,Specialty Museums,4.0,48.0,#222,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/aa/d5/95/getlstd-property-photo.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29105-d6496840-Reviews-Vine_Vera-Arcadia_California.html'>Vine Vera</a>,Spas,4.5,283.0,#109,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/36/3f/ea/looking-upward-at-the.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d103415-Reviews-Watts_Towers-Los_Angeles_California.html'>Watts Towers</a>,Historic Sites,4.0,259.0,#116,16
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fc/17/ce/the-pac-asian-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d144148-Reviews-Pacific_Asia_Museum-Pasadena_California.html'>Pacific Asia Museum</a>,Art Museums,4.0,107.0,#174,17
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/db/57/03/add-a-caption.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d293308-Reviews-Abbot_Kinney_Boulevard-Los_Angeles_California.html'>Abbot Kinney Boulevard</a>,Points of Interest & Landmarks,4.5,407.0,#81,18
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/2d/c9/40/mie-pearl-jewelry-store.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32954-d6735048-Reviews-Mie_Pearl_Jewerly-Redondo_Beach_California.html'>Mie Pearl Jewerly</a>,Gift & Specialty Shops,4.5,5.0,#265,19
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/71/87/15/the-gentle-barn.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33047-d2641502-Reviews-The_Gentle_Barn-Santa_Clarita_California.html'>The Gentle Barn</a>,Farms,4.5,56.0,#214,20
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b4/37/e4/aquarium-from-the-harbor.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d104231-Reviews-Aquarium_of_the_Pacific-Long_Beach_California.html'>Aquarium of the Pacific</a>,Aquariums,4.5,3158.0,#15,21
<img class='img-responsive' src='nan'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32531-d8702286-Reviews-Huy_Fong_Foods-Irwindale_California.html'>Huy Fong Foods</a>,Factory Tours,5.0,64.0,#208,22
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/b7/0e/c6/usually-great-weather.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d103426-Reviews-Montana_Avenue-Santa_Monica_California.html'>Montana Avenue</a>,Points of Interest & Landmarks,4.5,321.0,#98,23
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e3/e2/f7/el-pueblo-de-los-angeles.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156672-Reviews-El_Pueblo_de_Los_Angeles-Los_Angeles_California.html'>El Pueblo de Los Angeles</a>,Historic Sites,4.0,352.0,#93,24
