pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/19/d6/63/the-pasta-in-front-on.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d10020655-Reviews-Rose_Parade-Pasadena_California.html'>Rose Parade</a>,Cultural Events,5.0,197.0,#137,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/94/4c/2e/rose-bowl-stadium.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d284712-Reviews-Rose_Bowl_Stadium-Pasadena_California.html'>Rose Bowl Stadium</a>,Sports Complexes,4.0,715.0,#55,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/04/44/9c/la-rams-come-home-august.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d560855-Reviews-Los_Angeles_Memorial_Coliseum-Los_Angeles_California.html'>Los Angeles Memorial Coliseum</a>,Historic Sites,4.0,213.0,#132,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/9a/cf/86/filename-17471-267735677840.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156699-Reviews-University_of_Southern_California-Los_Angeles_California.html'>University of Southern California</a>,Educational sites,4.5,333.0,#95,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/91/3f/27/norton-simon-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d1028626-Reviews-Norton_Simon_Museum-Pasadena_California.html'>Norton Simon Museum</a>,Art Museums,5.0,1238.0,#37,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/54/92/9d/the-broad-museum-grand.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d8645857-Reviews-The_Broad-Los_Angeles_California.html'>The Broad</a>,Art Museums,4.5,1710.0,#29,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/63/0f/a3/los-angeles-county-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d106166-Reviews-Los_Angeles_County_Museum_of_Art-Los_Angeles_California.html'>Los Angeles County Museum of Art</a>,Art Museums,4.5,2789.0,#19,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fc/10/75/around-colorado-blvd.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d105491-Reviews-Colorado_Boulevard-Pasadena_California.html'>Colorado Boulevard</a>,Historic Walking Areas,4.5,250.0,#119,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/62/e2/e4/the-showroom.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d674542-Reviews-The_Nethercutt_Collection-Los_Angeles_California.html'>The Nethercutt Collection</a>,Specialty Museums,5.0,846.0,#50,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/f0/cf/getty-center.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d147966-Reviews-The_Getty_Center-Los_Angeles_California.html'>The Getty Center</a>,Specialty Museums,5.0,14503.0,#5,10
