pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/47/34/e1/food.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d3334915-Reviews-Little_Ethiopia-Los_Angeles_California.html'>Little Ethiopia</a>,Neighborhoods,4.5,8.0,#262,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/67/ab/84/runyon-canyon-park.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d129374-Reviews-Runyon_Canyon_Park-Los_Angeles_California.html'>Runyon Canyon Park</a>,Canyons,4.5,1213.0,#38,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/30/5e/64/caption.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d156413-Reviews-Mulholland_Drive-Beverly_Hills_California.html'>Mulholland Drive</a>,Scenic Drives,4.5,870.0,#47,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/14/e7/c6/eaton-canyon.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d631657-Reviews-Eaton_Canyon-Pasadena_California.html'>Eaton Canyon</a>,Nature & Wildlife Areas,4.5,182.0,#142,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/54/d5/db/photo1jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d139188-Reviews-Santa_Monica_Mountains-Santa_Monica_California.html'>Santa Monica Mountains</a>,Mountains,4.5,282.0,#110,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/5b/91/56/malibu-creek-state-park.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32136-d156425-Reviews-Malibu_Creek_State_Park-Calabasas_California.html'>Malibu Creek State Park</a>,State Parks,4.5,246.0,#120,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/5d/7b/14/the-bridge-to-nowhere.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29125-d1519659-Reviews-Bridge_To_Nowhere-Azusa_California.html'>Bridge To Nowhere</a>,Historic Walking Areas,4.5,49.0,#221,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/96/5d/97/topanga-state-park.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156946-Reviews-Topanga_State_Park-Los_Angeles_California.html'>Topanga State Park</a>,State Parks,4.5,159.0,#154,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/af/49/c9/haunted-solstice-canyon.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32676-d146163-Reviews-Solstice_Canyon-Malibu_California.html'>Solstice Canyon</a>,Canyons,4.5,82.0,#195,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-s/00/18/de/79/the-sign-by-the-entrance.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d631658-Reviews-Eaton_Canyon_Natural_Area-Pasadena_California.html'>Eaton Canyon Natural Area</a>,Historic Sites,4.5,82.0,#195,10
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c4/e1/4f/photo2jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29121-d7043712-Reviews-Hermit_Gulch_Trail_Loop-Avalon_Catalina_Island_California.html'>Hermit Gulch Trail Loop</a>,Hiking Trails,4.5,77.0,#196,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d2/58/48/mount-wilson-trail.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33089-d107189-Reviews-Mount_Wilson_Trail-Sierra_Madre_California.html'>Mount Wilson Trail</a>,Hiking Trails,4.5,39.0,#231,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/4d/d1/ea/vasquez-rocks.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29070-d284997-Reviews-Vasquez_Rocks_Natural_Area-Agua_Dulce_California.html'>Vasquez Rocks Natural Area</a>,Parks,4.5,226.0,#126,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/39/2c/48/one-of-the-many-picturesque.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g143019-d141863-Reviews-Santa_Cruz_Island-Channel_Islands_National_Park_California.html'>Santa Cruz Island</a>,Islands,4.5,297.0,#102,14
