pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/aa/de/7d/at-the-getty-villa-pacific.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32676-d1067416-Reviews-The_Getty_Villa-Malibu_California.html'>The Getty Villa</a>,Specialty Museums,4.5,2485.0,#20,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/cd/68/b9/textile-area.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156676-Reviews-LA_Fashion_District-Los_Angeles_California.html'>LA Fashion District</a>,Neighborhoods,4.0,276.0,#113,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/f0/cf/getty-center.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d147966-Reviews-The_Getty_Center-Los_Angeles_California.html'>The Getty Center</a>,Specialty Museums,5.0,14503.0,#5,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/a5/44/7e/rodeo-drive.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d116580-Reviews-Rodeo_Drive-Beverly_Hills_California.html'>Rodeo Drive</a>,Points of Interest & Landmarks,4.0,5491.0,#9,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f4/11/ce/img-26311-largejpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d291236-Reviews-San_Antonio_Winery-Los_Angeles_California.html'>San Antonio Winery</a>,Wineries & Vineyards,4.5,174.0,#147,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/06/b1/04/descanso-gardens.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32573-d127284-Reviews-Descanso_Gardens-La_Canada_Flintridge_California.html'>Descanso Gardens</a>,Gardens,4.5,435.0,#78,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b6/ce/1a/the-grill-at-the-venice.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32738-d5838070-Reviews-Venice_Room-Monterey_Park_California.html'>Venice Room</a>,Bars & Clubs,4.0,13.0,#257,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d0/5e/db/meyberg-falls.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29105-d144146-Reviews-Los_Angeles_County_Arboretum_Botanic_Garden-Arcadia_California.html'>Los Angeles County Arboretum & Botanic Garden</a>,Historic Sites,4.5,465.0,#74,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/db/57/03/add-a-caption.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d293308-Reviews-Abbot_Kinney_Boulevard-Los_Angeles_California.html'>Abbot Kinney Boulevard</a>,Points of Interest & Landmarks,4.5,407.0,#81,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/eb/61/e6/roasted-tomatoes-with.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32325-d6775137-Reviews-Hipcooks-East_Los_Angeles_California.html'>Hipcooks</a>,Lessons & Workshops,5.0,5.0,#265,10
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2c/71/05/a-portion-of-our-neon.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d6200318-Reviews-Valley_Relics_Museum-Los_Angeles_California.html'>Valley Relics Museum</a>,Specialty Museums,4.5,15.0,#255,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/da/94/ff/the-huntington-desert.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33029-d109795-Reviews-The_Huntington_Desert_Garden-San_Marino_California.html'>The Huntington Desert Garden</a>,Deserts,5.0,164.0,#151,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/0b/a4/7c/photo1jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d208652-Reviews-Two_Rodeo_Drive-Beverly_Hills_California.html'>Two Rodeo Drive</a>,Points of Interest & Landmarks,4.0,358.0,#91,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/97/f1/78/the-santee-alley.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2695296-Reviews-The_Santee_Alley-Los_Angeles_California.html'>The Santee Alley</a>,Flea & Street Markets,3.5,132.0,#162,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/ea/89/b1/japanese-garden.jpg?w=800&h=400&s=1'>,"<a  href='https://www.tripadvisor.com/Attraction_Review-g33029-d110203-Reviews-The_Huntington_Library_Art_Museum_and_Botanical_Gardens-San_Marino_California.html'>The Huntington Library, Art Museum and Botanical Gardens</a>",Historic Sites,5.0,2404.0,#21,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e2/84/87/melrose-avenue.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33252-d181612-Reviews-Melrose_Avenue-West_Hollywood_California.html'>Melrose Avenue</a>,Points of Interest & Landmarks,4.0,286.0,#107,16
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/12/c7/82/here-is-the-sign.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d560876-Reviews-Pershing_Square-Los_Angeles_California.html'>Pershing Square</a>,Points of Interest & Landmarks,3.5,97.0,#183,17
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/6a/8a/d2/filename-146-jpg-thumbnail0.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32215-d2013831-Reviews-Rancho_Santa_Ana_Botanic_Garden-Claremont_California.html'>Rancho Santa Ana Botanic Garden</a>,Gardens,4.5,189.0,#141,18
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/05/06/40/bread-barley.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32260-d5841884-Reviews-Bread_Barley-Covina_California.html'>Bread & Barley</a>,Bars & Clubs,4.5,28.0,#242,19
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/17/69/ba/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29121-d196396-Reviews-Wrigley_Memorial_Botanic_Garden-Avalon_Catalina_Island_California.html'>Wrigley Memorial & Botanic Garden</a>,Monuments & Statues,4.0,622.0,#63,20
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e3/51/6c/building-front.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d103731-Reviews-Vista_Theater-Los_Angeles_California.html'>Vista Theater</a>,Theaters,4.5,28.0,#242,21
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/0d/6c/9b/mr-burns-a-post-electric.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d12865309-Reviews-Sacred_Fools_Theater_Company-Los_Angeles_California.html'>Sacred Fools Theater Company</a>,Theaters,5.0,3.0,#267,22
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1a/45/3c/south-coast-botanic-garden.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32853-d1574719-Reviews-South_Coast_Botanic_Garden-Palos_Verdes_Estates_California.html'>South Coast Botanic Garden</a>,Gardens,4.0,114.0,#169,23
