pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/ee/de/the-bridge-curves-across.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d10394401-Reviews-Colorado_Street_Bridge-Pasadena_California.html'>Colorado Street Bridge</a>,Bridges,4.5,59.0,#212,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/d4/ed/f6/26-mile-bike-path.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d110204-Reviews-26_Mile_Bike_Path-Santa_Monica_California.html'>26-Mile Bike Path</a>,Biking Trails,4.5,1457.0,#30,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/52/be/a1/vincent-thomas-bridge.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d560786-Reviews-Vincent_Thomas_Bridge-Los_Angeles_California.html'>Vincent Thomas Bridge</a>,Bridges,3.5,21.0,#249,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/3a/98/79/dorothy-chandler-pavilion.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d3748516-Reviews-Dorothy_Chandler_Pavilion-Los_Angeles_California.html'>Dorothy Chandler Pavilion</a>,Theaters,4.5,72.0,#200,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e7/b5/f4/zuma-beach-2.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32676-d127533-Reviews-Zuma_Beach-Malibu_California.html'>Zuma Beach</a>,Beaches,4.5,819.0,#52,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/cd/9b/a2/el-matador-state-beach.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32676-d272295-Reviews-El_Matador_State_Beach-Malibu_California.html'>El Matador State Beach</a>,Beaches,4.5,709.0,#56,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/5d/7b/14/the-bridge-to-nowhere.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29125-d1519659-Reviews-Bridge_To_Nowhere-Azusa_California.html'>Bridge To Nowhere</a>,Historic Walking Areas,4.5,49.0,#221,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/11/0f/c7/manhattan-beach.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32678-d261449-Reviews-Manhattan_Beach-Manhattan_Beach_California.html'>Manhattan Beach</a>,Beaches,4.5,1432.0,#31,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/35/83/3c/the-bubble-man.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156827-Reviews-Ports_O_Call_Village-Los_Angeles_California.html'>Ports O' Call Village</a>,Neighborhoods,2.5,97.0,#183,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ea/72/2a/beach.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32490-d2228781-Reviews-Hermosa_Beach_Pier-Hermosa_Beach_California.html'>Hermosa Beach Pier</a>,Piers & Boardwalks,4.5,940.0,#45,10
