pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/80/62/4d/martial-arts-history.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32123-d2277257-Reviews-Martial_Arts_History_Museum-Burbank_California.html'>Martial Arts History Museum</a>,Specialty Museums,4.5,25.0,#245,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/47/34/e1/food.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d3334915-Reviews-Little_Ethiopia-Los_Angeles_California.html'>Little Ethiopia</a>,Neighborhoods,4.5,8.0,#262,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/57/87/a8/exterior-of-the-chinese.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d5962316-Reviews-Chinese_American_Museum-Los_Angeles_California.html'>Chinese American Museum</a>,Specialty Museums,4.5,29.0,#241,3
<img class='img-responsive' src='nan'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32531-d8702286-Reviews-Huy_Fong_Foods-Irwindale_California.html'>Huy Fong Foods</a>,Factory Tours,5.0,64.0,#208,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/91/3f/27/norton-simon-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d1028626-Reviews-Norton_Simon_Museum-Pasadena_California.html'>Norton Simon Museum</a>,Art Museums,5.0,1238.0,#37,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/d3/04/d2/entrance-to-chen-art.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33182-d2365877-Reviews-Chen_Art_Gallery-Torrance_California.html'>Chen Art Gallery</a>,Art Museums,5.0,29.0,#241,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2e/61/a5/the-unassuming-facade.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32272-d105176-Reviews-Museum_of_Jurassic_Technology-Culver_City_California.html'>Museum of Jurassic Technology</a>,Natural History Museums,4.0,222.0,#128,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/63/0f/a3/los-angeles-county-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d106166-Reviews-Los_Angeles_County_Museum_of_Art-Los_Angeles_California.html'>Los Angeles County Museum of Art</a>,Art Museums,4.5,2789.0,#19,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/2d/c9/40/mie-pearl-jewelry-store.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32954-d6735048-Reviews-Mie_Pearl_Jewerly-Redondo_Beach_California.html'>Mie Pearl Jewerly</a>,Gift & Specialty Shops,4.5,5.0,#265,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/84/cc/8f/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d116989-Reviews-Petersen_Automotive_Museum-Los_Angeles_California.html'>Petersen Automotive Museum</a>,Specialty Museums,4.5,2326.0,#22,10
