pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/39/2c/48/one-of-the-many-picturesque.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g143019-d141863-Reviews-Santa_Cruz_Island-Channel_Islands_National_Park_California.html'>Santa Cruz Island</a>,Islands,4.5,297.0,#102,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/f3/04/ef/catalina-express.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d2202608-Reviews-Catalina_Express-Long_Beach_California.html'>Catalina Express</a>,Ferries,4.5,1112.0,#39,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c7/da/e7/inspiration-point-get.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g143019-d108635-Reviews-Anacapa_Island-Channel_Islands_National_Park_California.html'>Anacapa Island</a>,National Parks,4.5,99.0,#181,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/1d/94/18/the-sea-caves.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g143019-d145183-Reviews-The_Sea_Caves-Channel_Islands_National_Park_California.html'>The Sea Caves</a>,Caverns & Caves,5.0,50.0,#220,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/41/fe/b2/two-harbors.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g102873-d652943-Reviews-Two_Harbors-Catalina_Island_California.html'>Two Harbors</a>,Points of Interest & Landmarks,4.0,61.0,#210,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/5b/9d/46/santa-rosa-island.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g143019-d1058176-Reviews-Santa_Rosa_Island-Channel_Islands_National_Park_California.html'>Santa Rosa Island</a>,Islands,5.0,28.0,#242,6
<img class='img-responsive' src='nan'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32954-d2500059-Reviews-Redondo_Beach_Whale_Watch-Redondo_Beach_California.html'>Redondo Beach Whale Watch</a>,Dolphin & Whale Watching,4.5,64.0,#208,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/29/c9/a2/channel-islands-national.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g143019-d145182-Reviews-Channel_Islands_National_Marine_Sanctuary-Channel_Islands_National_Park_California.html'>Channel Islands National Marine Sanctuary</a>,Nature & Wildlife Areas,5.0,23.0,#247,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ed/be/6e/catalina-island-conservancy.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29121-d7274336-Reviews-Catalina_Island_Conservancy-Avalon_Catalina_Island_California.html'>Catalina Island Conservancy</a>,Islands,4.5,192.0,#140,9
<img class='img-responsive' src='nan'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32954-d6416390-Reviews-South_Bay_Sailing-Redondo_Beach_California.html'>South Bay Sailing</a>,Boat Tours,5.0,46.0,#224,10
