pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/57/3b/5f/a-carnival-ship-docked.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d16815107-Reviews-Long_Beach_Cruise_Terminal-Long_Beach_California.html'>Long Beach Cruise Terminal</a>,Points of Interest & Landmarks,4.5,33.0,#237,17
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/84/cc/8f/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d116989-Reviews-Petersen_Automotive_Museum-Los_Angeles_California.html'>Petersen Automotive Museum</a>,Specialty Museums,4.5,2326.0,#22,18
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/27/b4/20/crystal-lake.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29125-d4359487-Reviews-Crystal_Lake-Azusa_California.html'>Crystal Lake</a>,Bodies of Water,4.0,23.0,#247,19
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/55/b3/fd/autry-national-center.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156644-Reviews-Autry_Museum_of_the_American_West-Los_Angeles_California.html'>Autry Museum of the American West</a>,History Museums,4.5,611.0,#65,20
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/62/97/c4/photo-by-michael-underwood.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32272-d7038100-Reviews-The_Wende_Museum_of_the_Cold_War-Culver_City_California.html'>The Wende Museum of the Cold War</a>,Specialty Museums,5.0,170.0,#149,21
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/85/6b/88/golden-triangle.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d10252697-Reviews-Golden_Triangle-Beverly_Hills_California.html'>Golden Triangle</a>,Neighborhoods,4.5,84.0,#194,22
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/42/0a/fd/inside-the-theater-big.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33258-d3633419-Reviews-Cinepolis_Movie_Theater-Westlake_Village_California.html'>Cinepolis Movie Theater</a>,Movie Theaters,4.5,171.0,#148,23
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/05/e4/94/bob-baker-marionette.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d3332115-Reviews-Bob_Baker_Marionette_Theater-Los_Angeles_California.html'>Bob Baker Marionette Theater</a>,Theaters,4.5,21.0,#249,24
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6d/0c/50/unique.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d258384-Reviews-Walt_Disney_Concert_Hall-Los_Angeles_California.html'>Walt Disney Concert Hall</a>,Points of Interest & Landmarks,4.5,3034.0,#17,25
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0b/e4/04/annenberg-space-for-photograph.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2554782-Reviews-Annenberg_Space_for_Photography-Los_Angeles_California.html'>Annenberg Space for Photography</a>,Art Galleries,4.5,319.0,#99,26
