pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d8/44/92/photo1jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33091-d2537897-Reviews-Hilltop_Park-Signal_Hill_California.html'>Hilltop Park</a>,Parks,5.0,49.0,#221,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/27/a2/3a/photo5jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d258226-Reviews-Cathedral_of_Our_Lady_of_the_Angels-Los_Angeles_California.html'>Cathedral of Our Lady of the Angels</a>,Architectural Buildings,4.5,543.0,#71,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d0/b4/0d/the-greek-theatre.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d1898538-Reviews-The_Greek_Theatre-Los_Angeles_California.html'>The Greek Theatre</a>,Theaters,4.5,486.0,#72,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/f0/cf/getty-center.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d147966-Reviews-The_Getty_Center-Los_Angeles_California.html'>The Getty Center</a>,Specialty Museums,5.0,14503.0,#5,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/65/cb/a6/the-grammy-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d1745928-Reviews-GRAMMY_Museum-Los_Angeles_California.html'>GRAMMY Museum</a>,Specialty Museums,4.5,869.0,#48,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ad/dd/e3/monastery-of-the-angels.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d117108-Reviews-Monastery_of_the_Angels-Los_Angeles_California.html'>Monastery of the Angels</a>,Points of Interest & Landmarks,4.5,13.0,#257,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/af/d3/38/the-la-phil.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d560830-Reviews-Hollywood_Bowl_Museum-Los_Angeles_California.html'>Hollywood Bowl Museum</a>,Specialty Museums,4.5,1394.0,#33,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/0b/a4/7c/photo1jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d208652-Reviews-Two_Rodeo_Drive-Beverly_Hills_California.html'>Two Rodeo Drive</a>,Points of Interest & Landmarks,4.0,358.0,#91,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/91/3f/27/norton-simon-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d1028626-Reviews-Norton_Simon_Museum-Pasadena_California.html'>Norton Simon Museum</a>,Art Museums,5.0,1238.0,#37,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a9/42/2d/los-angeles-river.jpg?w=900&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d103410-Reviews-Los_Angeles_River-Los_Angeles_California.html'>Los Angeles River</a>,Bodies of Water,3.0,24.0,#246,10
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/63/0f/a3/los-angeles-county-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d106166-Reviews-Los_Angeles_County_Museum_of_Art-Los_Angeles_California.html'>Los Angeles County Museum of Art</a>,Art Museums,4.5,2789.0,#19,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/75/73/cb/los-angeles.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d142962-Reviews-Angels_Flight_Railway-Los_Angeles_California.html'>Angels Flight Railway</a>,Historic Sites,4.0,391.0,#84,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8e/99/01/wayfarers-chapel.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32944-d156268-Reviews-Glass_Church_Wayfarers_Chapel-Rancho_Palos_Verdes_California.html'>Glass Church / Wayfarers Chapel</a>,Sacred & Religious Sites,5.0,394.0,#83,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8e/a2/1e/part-of-the-garden-in.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d6975272-Reviews-Velaslavasay_Panorama-Los_Angeles_California.html'>Velaslavasay Panorama</a>,Specialty Museums,2.5,4.0,#266,14
<img class='img-responsive' src='nan'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32477-d12214462-Reviews-Kozy_s_Tiki_Palace-Hawaiian_Gardens_California.html'>Kozy's Tiki Palace</a>,Comedy Clubs,5.0,27.0,#243,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/54/92/9d/the-broad-museum-grand.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d8645857-Reviews-The_Broad-Los_Angeles_California.html'>The Broad</a>,Art Museums,4.5,1710.0,#29,16
