pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/00/ed/2e/caption.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d127384-Reviews-The_Gamble_House-Pasadena_California.html'>The Gamble House</a>,Specialty Museums,4.5,588.0,#68,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/73/94/b6/old-pasadena.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d1172242-Reviews-Old_Pasadena-Pasadena_California.html'>Old Pasadena</a>,Historic Walking Areas,4.5,683.0,#59,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/5b/75/4f/the-temple-s-exterior.jpg?w=900&h=500&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2513559-Reviews-Wat_Thai_of_Los_Angeles-Los_Angeles_California.html'>Wat Thai of Los Angeles</a>,Sacred & Religious Sites,4.5,15.0,#255,16
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/11/49/af/cars-ready-to-on-track.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32531-d3498530-Reviews-YouRaceLA-Irwindale_California.html'>YouRaceLA</a>,Auto Race Tracks,4.5,17.0,#253,17
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/db/57/03/add-a-caption.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d293308-Reviews-Abbot_Kinney_Boulevard-Los_Angeles_California.html'>Abbot Kinney Boulevard</a>,Points of Interest & Landmarks,4.5,407.0,#81,18
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/a9/6c/23/caption.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d10020659-Reviews-Toyota_Grand_Prix_of_Long_Beach-Long_Beach_California.html'>Toyota Grand Prix of Long Beach</a>,Sporting Events,4.5,17.0,#253,19
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/95/fc/f4/chinatown-in-los-angeles.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d116599-Reviews-Chinatown-Los_Angeles_California.html'>Chinatown</a>,Neighborhoods,3.5,582.0,#69,20
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/df/f3/48/turf-club-vip-room-bar.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32525-d1067267-Reviews-Off_Track_Betting_at_Hollywood_Park-Inglewood_California.html'>Off Track Betting at Hollywood Park</a>,Casinos,3.0,59.0,#212,21
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/77/ed/d2/track.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32422-d1913764-Reviews-K1_Speed_Torrance-Gardena_California.html'>K1 Speed Torrance</a>,Auto Race Tracks,3.5,21.0,#249,22
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/b7/0e/c6/usually-great-weather.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d103426-Reviews-Montana_Avenue-Santa_Monica_California.html'>Montana Avenue</a>,Points of Interest & Landmarks,4.5,321.0,#98,23
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/86/5a/86/santa-monica.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d283270-Reviews-Santa_Monica_Farmers_Market-Santa_Monica_California.html'>Santa Monica Farmers Market</a>,Flea & Street Markets,4.5,174.0,#147,24
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/3c/e0/8c/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32177-d4292176-Reviews-Go_Kart_World-Carson_California.html'>Go Kart World</a>,Game & Entertainment Centers,3.5,18.0,#252,25
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e2/84/87/melrose-avenue.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33252-d181612-Reviews-Melrose_Avenue-West_Hollywood_California.html'>Melrose Avenue</a>,Points of Interest & Landmarks,4.0,286.0,#107,26
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/36/3f/ea/looking-upward-at-the.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d103415-Reviews-Watts_Towers-Los_Angeles_California.html'>Watts Towers</a>,Historic Sites,4.0,259.0,#116,27
