pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/5b/75/4f/the-temple-s-exterior.jpg?w=900&h=500&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2513559-Reviews-Wat_Thai_of_Los_Angeles-Los_Angeles_California.html'>Wat Thai of Los Angeles</a>,Sacred & Religious Sites,4.5,15.0,#255,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/33/18/28/behind-the-scenes-hippo.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d116885-Reviews-Los_Angeles_Zoo_Botanical_Gardens-Los_Angeles_California.html'>Los Angeles Zoo & Botanical Gardens</a>,Zoos,4.0,969.0,#44,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/36/3f/ea/looking-upward-at-the.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d103415-Reviews-Watts_Towers-Los_Angeles_California.html'>Watts Towers</a>,Historic Sites,4.0,259.0,#116,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/62/97/c4/photo-by-michael-underwood.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32272-d7038100-Reviews-The_Wende_Museum_of_the_Cold_War-Culver_City_California.html'>The Wende Museum of the Cold War</a>,Specialty Museums,5.0,170.0,#149,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/95/fc/b0/little-tokyo-in-los-angeles.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d144151-Reviews-Little_Tokyo-Los_Angeles_California.html'>Little Tokyo</a>,Neighborhoods,4.0,832.0,#51,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b1/2a/a9/june-26-2017.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32136-d3609867-Reviews-Malibu_Hindu_Temple-Calabasas_California.html'>Malibu Hindu Temple</a>,Sacred & Religious Sites,4.0,53.0,#217,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/71/87/15/the-gentle-barn.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33047-d2641502-Reviews-The_Gentle_Barn-Santa_Clarita_California.html'>The Gentle Barn</a>,Farms,4.5,56.0,#214,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b4/37/e4/aquarium-from-the-harbor.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d104231-Reviews-Aquarium_of_the_Pacific-Long_Beach_California.html'>Aquarium of the Pacific</a>,Aquariums,4.5,3158.0,#15,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/63/0f/a3/los-angeles-county-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d106166-Reviews-Los_Angeles_County_Museum_of_Art-Los_Angeles_California.html'>Los Angeles County Museum of Art</a>,Art Museums,4.5,2789.0,#19,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/77/71/be/by-justefrain-available.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d108333-Reviews-Japanese_American_National_Museum-Los_Angeles_California.html'>Japanese American National Museum</a>,Specialty Museums,4.5,367.0,#88,10
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a1/3c/51/this-was-our-encounter.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2391442-Reviews-Wildlife_Learning_Center-Los_Angeles_California.html'>Wildlife Learning Center</a>,Zoos,4.0,45.0,#225,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/47/dc/7f/natural-history-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d103412-Reviews-Natural_History_Museum_of_Los_Angeles_County-Los_Angeles_California.html'>Natural History Museum of Los Angeles County</a>,Natural History Museums,4.5,1321.0,#35,12
<img class='img-responsive' src='nan'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d8474511-Reviews-Thai_Town-Los_Angeles_California.html'>Thai Town</a>,Neighborhoods,3.5,7.0,#263,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/47/34/e1/food.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d3334915-Reviews-Little_Ethiopia-Los_Angeles_California.html'>Little Ethiopia</a>,Neighborhoods,4.5,8.0,#262,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/54/92/9d/the-broad-museum-grand.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d8645857-Reviews-The_Broad-Los_Angeles_California.html'>The Broad</a>,Art Museums,4.5,1710.0,#29,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/55/b3/fd/autry-national-center.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156644-Reviews-Autry_Museum_of_the_American_West-Los_Angeles_California.html'>Autry Museum of the American West</a>,History Museums,4.5,611.0,#65,16
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/91/3f/27/norton-simon-museum.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d1028626-Reviews-Norton_Simon_Museum-Pasadena_California.html'>Norton Simon Museum</a>,Art Museums,5.0,1238.0,#37,17
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/cd/68/b9/textile-area.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156676-Reviews-LA_Fashion_District-Los_Angeles_California.html'>LA Fashion District</a>,Neighborhoods,4.0,276.0,#113,18
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0b/e4/04/annenberg-space-for-photograph.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2554782-Reviews-Annenberg_Space_for_Photography-Los_Angeles_California.html'>Annenberg Space for Photography</a>,Art Galleries,4.5,319.0,#99,19
