pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/4a/99/3f/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d266790-Reviews-Venice_Canals_Walkway-Los_Angeles_California.html'>Venice Canals Walkway</a>,Historic Walking Areas,4.5,2011.0,#25,1
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/72/1d/97/battleship-uss-iowa-bb.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d2440929-Reviews-Battleship_USS_Iowa_Museum-Los_Angeles_California.html'>Battleship USS Iowa Museum</a>,Military Museums,4.5,1965.0,#26,2
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/e3/b5/85/people-kayaking-in-the.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d285035-Reviews-Naples_Island-Long_Beach_California.html'>Naples Island</a>,Islands,4.5,365.0,#89,3
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8e/99/01/wayfarers-chapel.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32944-d156268-Reviews-Glass_Church_Wayfarers_Chapel-Rancho_Palos_Verdes_California.html'>Glass Church / Wayfarers Chapel</a>,Sacred & Religious Sites,5.0,394.0,#83,4
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/ee/de/the-bridge-curves-across.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d10394401-Reviews-Colorado_Street_Bridge-Pasadena_California.html'>Colorado Street Bridge</a>,Bridges,4.5,59.0,#212,5
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/52/be/a1/vincent-thomas-bridge.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d560786-Reviews-Vincent_Thomas_Bridge-Los_Angeles_California.html'>Vincent Thomas Bridge</a>,Bridges,3.5,21.0,#249,6
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/af/d3/38/the-la-phil.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d560830-Reviews-Hollywood_Bowl_Museum-Los_Angeles_California.html'>Hollywood Bowl Museum</a>,Specialty Museums,4.5,1394.0,#33,7
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/69/ba/c6/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32432-d12416147-Reviews-Rubel_Castle-Glendora_California.html'>Rubel Castle</a>,Points of Interest & Landmarks,5.0,18.0,#252,8
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d0/b4/0d/the-greek-theatre.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d1898538-Reviews-The_Greek_Theatre-Los_Angeles_California.html'>The Greek Theatre</a>,Theaters,4.5,486.0,#72,9
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/19/d6/63/the-pasta-in-front-on.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32859-d10020655-Reviews-Rose_Parade-Pasadena_California.html'>Rose Parade</a>,Cultural Events,5.0,197.0,#137,10
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/5d/7b/14/the-bridge-to-nowhere.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g29125-d1519659-Reviews-Bridge_To_Nowhere-Azusa_California.html'>Bridge To Nowhere</a>,Historic Walking Areas,4.5,49.0,#221,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4f/1e/11/experience-blockbuster.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156499-Reviews-Pantages_Theatre-Los_Angeles_California.html'>Pantages Theatre</a>,Theaters,4.5,1047.0,#42,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-s/00/12/af/9d/candy-cane-lane.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d595979-Reviews-Candy_Cane_Lane-Los_Angeles_California.html'>Candy Cane Lane</a>,Historic Walking Areas,4.0,48.0,#222,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/ef/ef/43/caption.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d592773-Reviews-Spadena_House-Beverly_Hills_California.html'>Spadena House</a>,Architectural Buildings,4.5,44.0,#226,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/65/96/12/madame-tussauds-hollywood.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d1634265-Reviews-Madame_Tussauds_Hollywood-Los_Angeles_California.html'>Madame Tussauds Hollywood</a>,Specialty Museums,4.5,3255.0,#13,15
