https://www.tripadvisor.com/Attraction_Review-g32607-d8464452-Reviews-The_Sanctuary_Adventist_Church-Lancaster_California.html,35,"[('34.734955', '-117.77632')]",http://www.thekillbillchurch.com/,Churches & Cathedrals,The Sanctuary Adventist Church,2,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/29/2b/9f/the-sanctuary-adventist.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g32607-d8464452-Reviews-The_Sanctuary_Adventist_Church-Lancaster_California.html,35,"[('34.734955', '-117.77632')]",http://www.thekillbillchurch.com/,Churches & Cathedrals,The Sanctuary Adventist Church,2,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/29/2b/9f/the-sanctuary-adventist.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
