https://www.tripadvisor.com/Attraction_Review-g33052-d283264-Reviews-Santa_Monica_Civic_Auditorium-Santa_Monica_California.html,35,"[('34.00852', '-118.48984')]",,Civic Centers,Santa Monica Civic Auditorium,7,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fe/cf/68/santa-monica-civic-auditorium.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g33052-d283264-Reviews-Santa_Monica_Civic_Auditorium-Santa_Monica_California.html,35,"[('34.00852', '-118.48984')]",,Civic Centers,Santa Monica Civic Auditorium,7,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fe/cf/68/santa-monica-civic-auditorium.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
