https://www.tripadvisor.com/Attraction_Review-g32954-d8797580-Reviews-Veterans_Park-Redondo_Beach_California.html,40,"[('33.83734', '-118.388306')]",http://www.redondo.org/depts/public_works/parks/veterans.asp,Parks,Veterans Park,50,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/bd/4f/42/veterans-park.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g32954-d8797580-Reviews-Veterans_Park-Redondo_Beach_California.html,40,"[('33.83734', '-118.388306')]",http://www.redondo.org/depts/public_works/parks/veterans.asp,Parks,Veterans Park,50,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/bd/4f/42/veterans-park.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g32954-d8797580-Reviews-Veterans_Park-Redondo_Beach_California.html,40,"[('33.83734', '-118.388306')]",http://www.redondo.org/depts/public_works/parks/veterans.asp,Parks,Veterans Park,50,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/bd/4f/42/veterans-park.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
