tag,place,user
"""been""","Wisconsin Dells, WI, USA",kaguberman0517
"""been""","Noblesville, IN, USA",kaguberman0517
"""been""","Las Vegas, NV, USA",kaguberman0517
"""been""","Milwaukee, WI, USA",kaguberman0517
"""been""","Savaneta, Aruba",kaguberman0517
"""been""","Kitty Hawk, NC, USA",kaguberman0517
"""been""","Santa Monica, CA, USA",kaguberman0517
