tag,place,user
"""want""","Seattle, WA, USA",318shellyk
"""want""","Albuquerque, NM, USA",318shellyk
"""been""","Compton, CA, USA",318shellyk
"""want""","Colorado Springs, CO, USA",318shellyk
"""want""","College Station, TX, USA",318shellyk
"""been""","Atascadero, CA, USA",318shellyk
"""been""","Los Angeles, CA, USA",318shellyk
"""want""","Las Vegas, NV, USA",318shellyk
