40,Nice mission style,"This is an attractive yellow church that backs onto the similar but whiter and more round All Saints, with good trees all around and a cactus park next door.",mrdom
40,Nice for a pic,"This is a pretty structure in a nice part of town. What can I say. Get a photo, and enjoy a walk through the neighborhood.",Scott
