40,Hot in the summer.,"A great group of people. Everyone is always friendly, and helpful.This is a great activity. Too many parents just watch though. They should get involved, it is fun.",Dallas M
40,Great way to spend an action packed day indoors,"Shooting airgun pellets at each other - don't use a computer game - do it for real. Get your blood (and the rest of you) moving. Very professional attitude. Spend all day if you have the stamina, or just a couple of hours. The individual games are quite short.",Crimitorii
