50,Nature Center,"We have an annual pass for the nature center. It is wonderful to see the country in the middle of a big city. We try to get there evey two weeks or so, at diferent times of the day.",Bill Curran
40,"Big Park, plenty of space",Nice big park with a lot of green grass and play area. Great for families or recreational activity and exercise.,Fernando J
