50,Awesome!!!,"The staff here is very knowledgeable and patient instructor. He is encouraging and helped me improve my form and technique, which is important to me because I am so rusty I'm pretty much a beginner again I love this facility and I look forward to bringing my kids with next time!!!!",Mike E
50,Tennis lessons,"Tennis lessos were awsome, cant wait to Manhattan beach and take more lesson from this professional and enjoyable Academy.",Julia V
