https://www.tripadvisor.com/Attraction_Review-g32954-d560703-Reviews-Redondo_Beach-Redondo_Beach_California.html,45,"[('33.84535', '-118.3926')]",,Beaches,Redondo Beach,602,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b3/ff/e3/img-20160622-175022-largejpg.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g32954-d560703-Reviews-Redondo_Beach-Redondo_Beach_California.html,45,"[('33.84535', '-118.3926')]",,Beaches,Redondo Beach,602,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b3/ff/e3/img-20160622-175022-largejpg.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g32954-d560703-Reviews-Redondo_Beach-Redondo_Beach_California.html,45,"[('33.84535', '-118.3926')]",,Beaches,Redondo Beach,602,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b3/ff/e3/img-20160622-175022-largejpg.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
