40,Location and Upgrades,,,https://www.tripadvisor.com/Profile/IzzyZ12345
50,Well organised dream space...,,,https://www.tripadvisor.com/Profile/jassimalkanani
50,Great Auto Show,,,https://www.tripadvisor.com/Profile/Panglosian
50,Laptops kept safe!!!,,,https://www.tripadvisor.com/Profile/mluna50
40,Good location for a technology conference,,,https://www.tripadvisor.com/Profile/marktraynor
50,"Ivan, from the LA Convention Center, saved my life!",,,https://www.tripadvisor.com/Profile/samantarezendes
50,California Association of Realtors REimagine,,,https://www.tripadvisor.com/Profile/Mmorello1776
50,Layover,,,https://www.tripadvisor.com/Profile/Outlaws1428
40,AlienCon LA 2019,,,https://www.tripadvisor.com/Profile/nicenurse1
40,Great location for a convention,,,https://www.tripadvisor.com/Profile/AdvtrTrvlr
10,Not a good Convention Center: disappointing!,,,https://www.tripadvisor.com/Profile/freiburg13
30,Travel Show,,,https://www.tripadvisor.com/Profile/createandcapturelife
50,Accessible Accommodations,,,https://www.tripadvisor.com/Profile/G3255MCsteveb
50,Huge place!,,,https://www.tripadvisor.com/Profile/Grumpy6513
40,HUGE convention center!,,,https://www.tripadvisor.com/Profile/JJCrawford
30,Mobile World Congress Americas,,,https://www.tripadvisor.com/Profile/Sun-in-Alaska
30,Sprawling!,,,https://www.tripadvisor.com/Profile/ricgportland
50,Modern Convention Center for Many Types of Shows,,,https://www.tripadvisor.com/Profile/rbstrategist2018
40,"Adobe ""MAXXED"" out",,,https://www.tripadvisor.com/Profile/cdflash
30,average,,,https://www.tripadvisor.com/Profile/douglaswilliamm
50,Anime LA,,,https://www.tripadvisor.com/Profile/YLtraveler
40,Huge capacity for conventions; beware locked doors,,,https://www.tripadvisor.com/Profile/Arcee_CO
40,Visiting the Convention Center for Anime Expo,,,https://www.tripadvisor.com/Profile/JoshuaY142
40,Great Place for Conventions,,,https://www.tripadvisor.com/Profile/Juve_GLC
40,Big and wear comfortable shoes,,,https://www.tripadvisor.com/Profile/OregonTraveler9999
50,Love this place,,,https://www.tripadvisor.com/Profile/ashleysK4355MG
50,A great City Of USA,,,https://www.tripadvisor.com/Profile/MikeManuelhelp
40,out of proportion,,,https://www.tripadvisor.com/Profile/898germainev
30,Good place for large shows,,,https://www.tripadvisor.com/Profile/buffalojim67
30,Great collection of cars but very little INFORMATION,,,https://www.tripadvisor.com/Profile/V3855POhelena
50,Not A Bad Seat In the House,,,https://www.tripadvisor.com/Profile/KendraDawnRN
50,Torres Empire Low Rider Annual Car Show,,,https://www.tripadvisor.com/Profile/suecH575QN
40,Rupaul's Drag Con,,,https://www.tripadvisor.com/Profile/jlevans15
50,Surprisingly good place to see a show,,,https://www.tripadvisor.com/Profile/Darioprime
30,Excellent events- very high priced parking.,,,https://www.tripadvisor.com/Profile/PilotMichael
40,Very Very Large,,,https://www.tripadvisor.com/Profile/BexyTravels
40,Home of the Big LA Trade Shows,,,https://www.tripadvisor.com/Profile/thomassG3669AB
50,L.A Auto Show,,,https://www.tripadvisor.com/Profile/selvync2014
50,Huge But Walkable,,,https://www.tripadvisor.com/Profile/zapprint
30,Typical large city convention center,,,https://www.tripadvisor.com/Profile/JoRoOmaha
40,Huge spaces but nice facilities,,,https://www.tripadvisor.com/Profile/Mossdeeping20
