50,Favorite shop in TC!,"I love stopping by Topanga Homegrown and finding cool spiritual decks, stones, incense, cool books, and just great finds in general! This is the place you can shop for gifts that people will remember, the staff is friendly.",Patty Rhodes
50,Found lots of great gifts,Relaxing and fun location to shop! Staff is welcoming. We found many items to take home as gifts for ourselves and others.,MominOC
50,Great gifts at good prices and fun options for lots of people.,"Homegrown is a great store that has lots of cool stuff. Clothes, gifts art, and lots of great options for all types!",Shane L
