https://www.tripadvisor.com/Attraction_Review-g32954-d127306-Reviews-Redondo_Beach_Pier-Redondo_Beach_California.html,40,"[('33.839924', '-118.39111')]",http://www.redondopier.com/events,Piers & Boardwalks,Redondo Beach Pier,"1,304","background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/73/b0/7d/photo3jpg.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g32954-d127306-Reviews-Redondo_Beach_Pier-Redondo_Beach_California.html,40,"[('33.839924', '-118.39111')]",http://www.redondopier.com/events,Piers & Boardwalks,Redondo Beach Pier,"1,304","background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/73/b0/7d/photo3jpg.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g32954-d127306-Reviews-Redondo_Beach_Pier-Redondo_Beach_California.html,40,"[('33.839924', '-118.39111')]",http://www.redondopier.com/events,Piers & Boardwalks,Redondo Beach Pier,"1,304","background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/73/b0/7d/photo3jpg.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
