20,Disappointing,,,https://www.tripadvisor.com/Profile/DianeA87
40,ponies for children,,,https://www.tripadvisor.com/Profile/honesty62
30,BNice,,,https://www.tripadvisor.com/Profile/HunterRogue
50,"Pony ride, petting zoo",,,https://www.tripadvisor.com/Profile/sndunga
30,Pony Time,,,https://www.tripadvisor.com/Profile/MrsColleenOlsen
40,"Inexpensive, fun petting zoo for children",,,https://www.tripadvisor.com/Profile/s30hansen
40,Something Different,,,https://www.tripadvisor.com/Profile/MrsColleenOlsen
50,Farm in the city,,,https://www.tripadvisor.com/Profile/Maria2628
