https://www.tripadvisor.com/Attraction_Review-g33052-d2482861-Reviews-Edgemar_Center_for_the_Arts-Santa_Monica_California.html,45,"[('34.0037', '-118.48522')]",http://www.edgemarcenter.org/,Theaters,Edgemar Center for the Arts,19,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/6a/c9/ac/snapshot-of-the-show.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
https://www.tripadvisor.com/Attraction_Review-g33052-d2482861-Reviews-Edgemar_Center_for_the_Arts-Santa_Monica_California.html,45,"[('34.0037', '-118.48522')]",http://www.edgemarcenter.org/,Theaters,Edgemar Center for the Arts,19,"background-image: url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/6a/c9/ac/snapshot-of-the-show.jpg?w=800&h=400&s=1""); background-size: cover; height: 100%; width: 100%;"
